FromDevice,ToDevice,OperatingSystem,IPAddress,MACAddress,Low Port,High Port,Protocol,Service,Boundary 1,Boundary 2,Boundary 3,Boundary 4,Boundary 5,Boundary 6,Boundary 7,Boundary 8,Boundary 9,Boundary 10,Boundary 11,Boundary 12,Boundary 13,Boundary 14,Boundary 15,Boundary 16
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,49669,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,49674,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,50090,,tcp,unknown,,,,,,,,,,,,,,,,
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,52368,,udp,unknown,,,,,,,,,,,,,,,,
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,53171,,udp,unknown,,,,,,,,,,,,,,,,
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,55280,,udp,unknown,,,,,,,,,,,,,,,,
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,58584,,udp,unknown,,,,,,,,,,,,,,,,
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,59034,,udp,unknown,,,,,,,,,,,,,,,,
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,60873,,udp,unknown,,,,,,,,,,,,,,,,
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,62389,,udp,unknown,,,,,,,,,,,,,,,,
WKS2-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.16,02:30:00:00:00:10,65030,,udp,unknown,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,123,,udp,ntp?,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,135,,tcp,epmap,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,137,,udp,netbios-ns,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,138,,udp,netbios-dgm?,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,139,,tcp,smb,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,445,,tcp,cifs,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,500,,udp,isakmp?,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,1900,,udp,ssdp?,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,3702,,udp,upnp-discovery?,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,4500,,udp,ipsec-nat-t?,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,5040,,tcp,unknown,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,5050,,udp,mmcc?,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,5353,,udp,mdns?,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,5357,,tcp,www,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,49664,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,49665,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,49666,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,49667,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,49668,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,49671,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,49949,,tcp,unknown,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,54303,,udp,unknown,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,57646,,udp,unknown,,,,,,,,,,,,,,,,
WKS3-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.17,02:30:00:00:00:11,63614,,udp,unknown,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,123,,udp,ntp?,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,135,,tcp,epmap,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,137,,udp,netbios-ns,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,138,,udp,netbios-dgm?,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,139,,tcp,smb,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,445,,tcp,cifs,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,500,,udp,isakmp?,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,1900,,udp,ssdp?,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,3389,,tcp,msrdp,X,X,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,3389,,udp,ms-wbt-server?,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,3702,,udp,upnp-discovery?,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,4500,,udp,ipsec-nat-t?,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,5040,,tcp,unknown,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,5050,,udp,mmcc?,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,5353,,udp,mdns?,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,7680,,tcp,unknown,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,49664,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,49665,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,49666,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,49667,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,49668,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,49669,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,49672,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,50175,,udp,unknown,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,50219,,tcp,unknown,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,56638,,udp,unknown,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,58488,,udp,unknown,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,62576,,udp,unknown,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,63118,,udp,unknown,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,63221,,udp,unknown,,,,,,,,,,,,,,,,
WKS4-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.18,02:30:00:00:00:12,65016,,udp,unknown,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,123,,udp,ntp?,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,135,,tcp,epmap,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,137,,udp,netbios-ns,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,138,,udp,netbios-dgm?,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,139,,tcp,smb,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,445,,tcp,cifs,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,500,,udp,isakmp?,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,1900,,udp,ssdp?,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,3389,,tcp,msrdp,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,3389,,udp,ms-wbt-server?,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,3702,,udp,upnp-discovery?,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,4500,,udp,ipsec-nat-t?,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,5040,,tcp,unknown,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,5050,,udp,mmcc?,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,5353,,udp,mdns?,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,7680,,tcp,unknown,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,49664,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,49665,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,49666,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,49667,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,49668,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,49669,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,49673,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,50035,,tcp,unknown,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,51489,,udp,unknown,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,54366,,udp,unknown,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,58248,,udp,unknown,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,58521,,udp,unknown,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,60581,,udp,unknown,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,61309,,udp,unknown,,,,,,,,,,,,,,,,
WKS5-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.19,02:30:00:00:00:13,62546,,udp,unknown,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,123,,udp,ntp?,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,135,,tcp,epmap,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,137,,udp,netbios-ns,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,138,,udp,netbios-dgm?,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,139,,tcp,smb,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,445,,tcp,cifs,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,500,,udp,isakmp?,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,1900,,udp,ssdp?,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,3389,,tcp,msrdp,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,3389,,udp,ms-wbt-server?,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,3702,,udp,upnp-discovery?,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,4500,,udp,ipsec-nat-t?,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,5040,,tcp,unknown,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,5050,,udp,mmcc?,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,5353,,udp,mdns?,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,7680,,tcp,unknown,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,49549,,udp,unknown,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,49664,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,49665,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,49666,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,49667,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,49668,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,49671,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,49675,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,50025,,tcp,unknown,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,52319,,udp,unknown,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,57133,,udp,unknown,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,59322,,udp,unknown,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,60373,,udp,unknown,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,61822,,udp,unknown,,,,,,,,,,,,,,,,
WKS6-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.20,02:30:00:00:00:14,64873,,udp,unknown,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,123,,udp,ntp?,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,135,,tcp,epmap,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,137,,udp,netbios-ns,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,138,,udp,netbios-dgm?,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,139,,tcp,smb,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,445,,tcp,cifs,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,500,,udp,isakmp?,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,1900,,udp,ssdp?,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,3389,,tcp,msrdp,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,3389,,udp,ms-wbt-server?,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,3702,,udp,upnp-discovery?,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,4500,,udp,ipsec-nat-t?,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,5040,,tcp,unknown,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,5050,,udp,mmcc?,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,5353,,udp,mdns?,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,7680,,tcp,unknown,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,49664,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,49665,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,49666,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,49667,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,49668,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,49670,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,49679,,tcp,dce-rpc,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,49892,,udp,unknown,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,50045,,tcp,unknown,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,51598,,udp,unknown,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,52870,,udp,unknown,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,53470,,udp,unknown,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,53667,,udp,unknown,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,55454,,udp,unknown,,,,,,,,,,,,,,,,
WKS7-SOTERIA,SOT-WIN2K22-DOM1,Windows 11,192.168.30.21,02:30:00:00:00:15,58959,,udp,unknown,,,,,,,,,,,,,,,,
